date, open, high, low, close, volume
2022-08-26 16:34:26, 0.99758, 1.00906, 0.99461, 1.00408, 1661524465912
2022-08-26 16:34:30, 0.99758, 1.00906, 0.99461, 1.0041, 1661524470308
2022-08-26 16:34:35, 0.99758, 1.00906, 0.99461, 1.00437, 1661524475138
2022-08-26 16:34:39, 0.99758, 1.00906, 0.99461, 1.0043, 1661524479578
2022-08-26 16:34:44, 0.99758, 1.00906, 0.99461, 1.00426, 1661524484367
2022-08-26 16:34:49, 0.99758, 1.00906, 0.99461, 1.00416, 1661524488739
2022-08-26 16:34:55, 0.99758, 1.00906, 0.99461, 1.0042, 1661524494182
2022-08-26 16:35:00, 0.99758, 1.00906, 0.99461, 1.00423, 1661524499447
2022-08-26 16:35:04, 0.99758, 1.00906, 0.99461, 1.00429, 1661524504238
2022-08-26 16:35:09, 0.99758, 1.00906, 0.99461, 1.00426, 1661524508785
2022-09-02 17:47:46, 0.99441, 1.0034, 0.99402, 1.00249, 1662133666288
2022-09-02 17:47:51, 0.99441, 1.0034, 0.99402, 1.00249, 1662133670353
2022-09-02 17:47:55, 0.99441, 1.0034, 0.99402, 1.00246, 1662133675261
2022-09-02 17:48:00, 0.99441, 1.0034, 0.99402, 1.00247, 1662133680154
2022-09-02 17:48:04, 0.99441, 1.0034, 0.99402, 1.00243, 1662133684086
2022-09-02 17:48:09, 0.99441, 1.0034, 0.99402, 1.00244, 1662133685789
2022-09-02 17:48:13, 0.99441, 1.0034, 0.99402, 1.00247, 1662133691286
2022-09-02 17:48:18, 0.99441, 1.0034, 0.99402, 1.00244, 1662133697593
2022-09-02 17:48:22, 0.99441, 1.0034, 0.99402, 1.00233, 1662133702834
2022-09-02 17:48:27, 0.99441, 1.0034, 0.99402, 1.00235, 1662133706849
2022-09-02 17:51:51, 0.99441, 1.0034, 0.99402, 1.0025, 1662133908699
2022-09-02 17:51:56, 0.99441, 1.0034, 0.99402, 1.00252, 1662133916662
2022-09-02 17:52:01, 0.99441, 1.0034, 0.99402, 1.00244, 1662133919138
2022-09-02 17:52:06, 0.99441, 1.0034, 0.99402, 1.00243, 1662133925720
2022-09-02 17:52:11, 0.99441, 1.0034, 0.99402, 1.00243, 1662133925720
2022-09-02 17:52:15, 0.99441, 1.0034, 0.99402, 1.00243, 1662133934930
2022-09-02 17:52:19, 0.99441, 1.0034, 0.99402, 1.00243, 1662133938278
2022-09-02 17:52:24, 0.99441, 1.0034, 0.99402, 1.00244, 1662133943658
2022-09-02 17:52:29, 0.99441, 1.0034, 0.99402, 1.00252, 1662133949324
2022-09-02 17:52:34, 0.99441, 1.0034, 0.99402, 1.00252, 1662133953371
2022-09-02 17:52:38, 0.99441, 1.0034, 0.99402, 1.00253, 1662133957372
2022-09-02 17:52:42, 0.99441, 1.0034, 0.99402, 1.0025, 1662133962349
2022-09-02 17:52:47, 0.99441, 1.0034, 0.99402, 1.00246, 1662133967414
2022-09-02 17:52:52, 0.99441, 1.0034, 0.99402, 1.0025, 1662133972343
2022-09-02 17:52:56, 0.99441, 1.0034, 0.99402, 1.00247, 1662133976383
2022-09-02 17:53:01, 0.99441, 1.0034, 0.99402, 1.0025, 1662133978939
2022-09-02 17:53:06, 0.99441, 1.0034, 0.99402, 1.0025, 1662133984299
2022-09-02 17:53:10, 0.99441, 1.0034, 0.99402, 1.0025, 1662133990433
2022-09-02 17:53:15, 0.99441, 1.0034, 0.99402, 1.00252, 1662133994680
2022-09-02 17:53:19, 0.99441, 1.0034, 0.99402, 1.00249, 1662133997222
2022-09-02 17:53:24, 0.99441, 1.0034, 0.99402, 1.00247, 1662134004403
2022-09-02 17:53:29, 0.99441, 1.0034, 0.99402, 1.0025, 1662134006854
2022-09-02 17:53:33, 0.99441, 1.0034, 0.99402, 1.00253, 1662134013504
2022-09-02 17:53:38, 0.99441, 1.0034, 0.99402, 1.00253, 1662134015652
2022-09-02 17:53:44, 0.99441, 1.0034, 0.99402, 1.00252, 1662134024021
2022-09-02 17:53:48, 0.99441, 1.0034, 0.99402, 1.00252, 1662134028383
2022-09-02 17:53:52, 0.99441, 1.0034, 0.99402, 1.00249, 1662134032818
2022-09-02 17:53:57, 0.99441, 1.0034, 0.99402, 1.0024, 1662134037436
2022-09-02 17:54:02, 0.99441, 1.0034, 0.99402, 1.00239, 1662134041852
2022-09-02 17:54:06, 0.99441, 1.0034, 0.99402, 1.00246, 1662134046501
2022-09-02 17:54:11, 0.99441, 1.0034, 0.99402, 1.00244, 1662134050504
2022-09-02 17:54:15, 0.99441, 1.0034, 0.99402, 1.00243, 1662134055500
2022-09-02 17:54:20, 0.99441, 1.0034, 0.99402, 1.00263, 1662134059514
2022-09-02 17:54:25, 0.99441, 1.0034, 0.99402, 1.00269, 1662134064911
2022-09-02 17:54:29, 0.99441, 1.0034, 0.99402, 1.00269, 1662134069367
2022-09-02 17:54:34, 0.99441, 1.0034, 0.99402, 1.00262, 1662134073390
2022-09-02 17:54:38, 0.99441, 1.0034, 0.99402, 1.0026, 1662134078191
2022-09-02 17:54:42, 0.99441, 1.0034, 0.99402, 1.00264, 1662134082797
2022-09-02 17:54:47, 0.99441, 1.0034, 0.99402, 1.00263, 1662134087417
2022-09-02 17:54:51, 0.99441, 1.0034, 0.99402, 1.00267, 1662134091856
2022-09-02 17:54:56, 0.99441, 1.0034, 0.99402, 1.00273, 1662134096247
2022-09-02 17:55:00, 0.99441, 1.0034, 0.99402, 1.00274, 1662134100533
2022-09-02 17:55:05, 0.99441, 1.0034, 0.99402, 1.00274, 1662134103371
2022-09-02 17:55:09, 0.99441, 1.0034, 0.99402, 1.00274, 1662134108497
2022-09-02 17:55:14, 0.99441, 1.0034, 0.99402, 1.00274, 1662134112545
2022-09-02 17:55:19, 0.99441, 1.0034, 0.99402, 1.00281, 1662134117802
2022-09-02 17:55:23, 0.99441, 1.0034, 0.99402, 1.00277, 1662134120568
2022-09-02 17:55:28, 0.99441, 1.0034, 0.99402, 1.00277, 1662134128065
2022-09-02 17:55:32, 0.99441, 1.0034, 0.99402, 1.00277, 1662134132642
2022-09-02 17:55:37, 0.99441, 1.0034, 0.99402, 1.00279, 1662134134497
2022-09-02 17:55:42, 0.99441, 1.0034, 0.99402, 1.0028, 1662134141840
2022-09-02 17:55:46, 0.99441, 1.0034, 0.99402, 1.00287, 1662134145748
2022-09-02 17:55:50, 0.99441, 1.0034, 0.99402, 1.0029, 1662134147360
2022-09-02 17:55:56, 0.99441, 1.0034, 0.99402, 1.00286, 1662134155584
2022-09-02 17:56:00, 0.99441, 1.0034, 0.99402, 1.00288, 1662134160350
2022-09-02 17:56:05, 0.99441, 1.0034, 0.99402, 1.0028, 1662134163757
2022-09-02 17:56:09, 0.99441, 1.0034, 0.99402, 1.0028, 1662134163757
2022-09-02 17:56:14, 0.99441, 1.0034, 0.99402, 1.00288, 1662134174102
2022-09-02 17:56:19, 0.99441, 1.0034, 0.99402, 1.0029, 1662134177433
2022-09-02 17:56:23, 0.99441, 1.0034, 0.99402, 1.0029, 1662134179605
2022-09-02 17:56:28, 0.99441, 1.0034, 0.99402, 1.0029, 1662134185286
2022-09-02 17:56:32, 0.99441, 1.0034, 0.99402, 1.00288, 1662134192379
2022-09-02 17:56:37, 0.99441, 1.0034, 0.99402, 1.00288, 1662134196506
2022-09-02 17:56:41, 0.99441, 1.0034, 0.99402, 1.0029, 1662134201233
2022-09-02 17:56:46, 0.99441, 1.0034, 0.99402, 1.0029, 1662134202487
2022-09-02 17:56:51, 0.99441, 1.0034, 0.99402, 1.00294, 1662134211059
2022-09-02 17:56:55, 0.99441, 1.0034, 0.99402, 1.00294, 1662134215408
2022-09-02 17:57:00, 0.99441, 1.0034, 0.99402, 1.00293, 1662134219234
2022-09-02 17:57:04, 0.99441, 1.0034, 0.99402, 1.0029, 1662134224492
2022-09-02 17:57:09, 0.99441, 1.0034, 0.99402, 1.0029, 1662134228485
2022-09-02 17:57:13, 0.99441, 1.0034, 0.99402, 1.00287, 1662134230635
2022-09-02 17:57:18, 0.99441, 1.0034, 0.99402, 1.00294, 1662134237567
2022-09-02 17:57:22, 0.99441, 1.0034, 0.99402, 1.00294, 1662134242142
2022-09-02 17:57:27, 0.99441, 1.0034, 0.99402, 1.0029, 1662134242915
2022-09-02 17:57:31, 0.99441, 1.0034, 0.99402, 1.00288, 1662134251638
2022-09-02 17:57:36, 0.99441, 1.0034, 0.99402, 1.00288, 1662134256409
2022-09-02 17:57:40, 0.99441, 1.0034, 0.99402, 1.00288, 1662134256409
2022-09-02 17:57:45, 0.99441, 1.0034, 0.99402, 1.0029, 1662134261690
2022-09-02 17:57:50, 0.99441, 1.0034, 0.99402, 1.0029, 1662134270065
2022-09-02 17:57:55, 0.99441, 1.0034, 0.99402, 1.0029, 1662134270065
2022-09-02 17:58:00, 0.99441, 1.0034, 0.99402, 1.00294, 1662134277187
2022-09-02 17:58:04, 0.99441, 1.0034, 0.99402, 1.00294, 1662134284071
2022-09-02 17:58:08, 0.99441, 1.0034, 0.99402, 1.003, 1662134288688
2022-09-02 17:58:13, 0.99441, 1.0034, 0.99402, 1.003, 1662134291227
2022-09-02 17:58:18, 0.99441, 1.0034, 0.99402, 1.003, 1662134291227
2022-09-02 17:58:22, 0.99441, 1.0034, 0.99402, 1.00304, 1662134302368
2022-09-02 17:58:26, 0.99441, 1.0034, 0.99402, 1.0029, 1662134306725
2022-09-02 17:58:31, 0.99441, 1.0034, 0.99402, 1.00294, 1662134311186
2022-09-02 17:58:36, 0.99441, 1.0034, 0.99402, 1.00294, 1662134311186
2022-09-02 17:58:40, 0.99441, 1.0034, 0.99402, 1.00297, 1662134320118
2022-09-02 17:58:45, 0.99441, 1.0034, 0.99402, 1.00297, 1662134324054
2022-09-02 17:58:49, 0.99441, 1.0034, 0.99402, 1.00298, 1662134326644
2022-09-02 17:58:55, 0.99441, 1.0034, 0.99402, 1.00303, 1662134335114
2022-09-02 17:59:00, 0.99441, 1.0034, 0.99402, 1.00303, 1662134338287
2022-09-02 17:59:04, 0.99441, 1.0034, 0.99402, 1.00303, 1662134343717
